三號月台,,
1,招牌便當,80
2,綜合便當,85
3,雞腿便當,90
4,爌肉便當,90
5,鹹豬肉便當,90
6,燒肉便當,80
7,兒童便當,40
8,加香腸,15
9,加蝦捲,15
10,肉片一份,45
