開心越南,,
1,招牌越南河粉(乾),80
2,招牌越南河粉(湯),80
3,炸春捲,60
4,涼拌木瓜絲,50
5,涼麵豬排炸春捲(限週一),90
6,越南豬排飯(限週二),80
7,春花牛米線(限週三),90
8,酸辣麵(限週四),90
9,及第粥(限週五),80
10,加麵,0
