甲一, , 
1,無骨雞排飯,90
2,叉燒飯,80
3,招牌飯,80
4,爌肉飯,80
5,香辣腿排飯,90
6,古早味排骨飯,85
7,滷排骨飯,85
8,法式豬排飯,90
9,鯖魚飯,85
10,黃金魚排飯,85
11,清蒸鮮魚飯,95
12,雞排飯,105
13,雞腿飯,105
14,滷雞腿飯,75
15,加飯,10
