中一排骨,,
1,青菜飯,65
2,辣味雞排飯,75
3,黑胡椒豬柳飯,75
4,蔥爆雞丁飯,75
5,香酥無骨雞排飯,75
6,京都排骨,75
7,肉排飯,75
8,醬燒豬排飯,80
9,排骨飯,85
10,滷排骨飯,85
11,滷雞腿飯,85
12,魚排飯,90
13,鱈魚飯,90
14,爌肉飯,90
15,三杯雞飯,90
16,梅干扣肉飯,85
17,糖醋排骨飯,90
18,咖哩飯,90
19,牛腩飯,95
20,雞排飯,95
21,酥皮雞腿飯,100
22,雞腿飯,100
