呂媽媽, ,
1,滷肉便當,79
2,爌肉飯,89
3,排骨飯,89
4,日式豬排飯,99
5,梅花叉燒飯,99
6,黃金魚排飯,119
7,酥炸雞腿飯,119
8,素食便當,80
